feedback_id,timestamp_,source,user_id,rating,feedback,escalated_flag,label,sample problem related,customer_type
T1124292,2025-03-31,escalation,WE822176,5,Gadi kal ki booking thi or gadi aj bhar rahi hai mujhe whiting charge chaiye sir,TRUE,,,Operator
T1124326,2025-03-31,escalation,WE3064912,,Gadi kl se h,TRUE,,,Operator
T1124544,2025-03-31,escalation,WE428392,,CALLING NO - 9599446517 AS PER OP VOC OP KI GADI LOAD HO GAYI HAI BUT TRIP UPDATE NAHI HO RAHA HAI PLS CHECK,TRUE,,,Operator
T1146118,2025-04-01,escalation,WE23599,5,"As per op ko bilti nhi mile hai op ko response ker dejiye 
calling no - 9012058176
",TRUE,,,Operator
T1148741,2025-04-01,escalation,WE627664,,160022 Chandigarh ki bajye party gadi ko new Chandigarh unloading k leye bula rahi h | Extra Distance : 15 | Extra Distance Expense : 700,TRUE,,,Operator
T1149932,2025-04-02,escalation,WE5647850,5,"The invoice should have the company name ""Jagdamba Cutlery Limited"" instead of the person's name.

",TRUE,,,Consigner
T1151531,2025-04-02,escalation,WE7208637,,Over height Ho Rahi Hai,TRUE,,,Operator
T1152113,2025-04-03,escalation,WE414441,1,2 tone mall over lord ho h Gadi Main,TRUE,,,Operator
T1153519,2025-04-03,escalation,WE1672150,,"Mera manager lode ke liya sambhal raha he is liye muje unka mobail nom chenge karna he
Jinka mob nom. 094137 11030
Name-Chenarambhai he so pls change nom for lode inquiry ",TRUE,,,Operator
T1155254,2025-04-04,escalation,WE563489,5,Payment nahi aai hai abhi,TRUE,,,Operator
T1155438,2025-04-04,escalation,WE5818076,,"vehicle number changed, please help to update away
",TRUE,,,Consigner
T1156099,2025-04-04,escalation,WE5531301,,,TRUE,,,Operator
T1157126,2025-04-04,escalation,WE6523061,1,Unloading detention nahi mila h.,TRUE,,,Operator
T1157171,2025-04-04,escalation,WE4996961,5,Party Wale se baat ho gaya tha .. delivery late hoga to chalega krke .. please refund my money .... Delivery late charge mat lagaiye ok,TRUE,,,Operator
T1158564,2025-04-05,escalation,WE3316840,,vehicle height is 5.5 feet whereas I have booked a 7 feet height vehicle,TRUE,,,Consigner
T1158614,2025-04-05,escalation,WE7443990,,Issues with due amount,TRUE,,,Consigner
T1159265,2025-04-05,escalation,WE4115102,1,Goods are not packed properly-Gooda note packing,TRUE,,,Operator
